Número;Mailing;Operador;CNPJ;RAZAO_SOCIAL;"Texto de Integração";Finalizado;Status;Classificação;Subclassificação;"Data que ligou"
28999248270;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65108152000158;"CAPARAO MULTIVENDAS LTDA";;Sim;Falhou;-;-;"20/02/2026 13:20:06"
31987058608;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65140336000103;"LIGEIRINHO C EXTINTORES LTDA";;Sim;Falhou;-;-;"20/02/2026 13:20:06"
31990792392;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65114926000153;"MCELT REFORMADORA LTDA";;Sim;Falhou;-;-;"20/02/2026 13:20:06"
31994940378;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65110042000120;"SABANA ACAI WENDAN LTDA";;Sim;Falhou;-;-;"20/02/2026 13:20:06"
31996310006;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65099663000150;"CLAUDIA E RAFAEL ODONTOLOGIA LTDA";;Sim;Falhou;-;-;"20/02/2026 13:20:07"
34988187475;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;"Joao Pedro Gabriel Troiano";65103668000100;"TROKCELL LTDA";;Sim;Atendido;Improdutiva;"CPOSTAL - SECRETARIA ELETRONICA - FAX";"20/02/2026 13:20:07"
34997188811;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65123230000193;"S S GESTAO LTDA";;Sim;Atendido;-;-;"20/02/2026 09:37:42"
34998768111;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65107240000135;"SIMPLE FIT RESTAURANTE E CONFEITARIA SAUDAVEL LTDA";;Sim;Falhou;-;-;"20/02/2026 13:20:08"
34999616599;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65107827000144;"CARLOS JERONIMO FERREIRA SOCIEDADE INDIVIDUAL DE ADVOCACIA";;Sim;Falhou;-;-;"20/02/2026 13:20:08"
34999749971;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65133920000123;"NUTRE SPORT FRUTAL LTDA";;Sim;Falhou;-;-;"20/02/2026 13:20:08"
35984588484;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;"Joao Pedro Gabriel Troiano";65094661000179;"LEANDRO MARQUES REPRESENTACOES LTDA";;Sim;Atendido;"Agendada - 20/02/2026 11:14:55";"RETORNO COM AGENDAMENTO";"20/02/2026 11:08:30"
35988956188;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65103546000113;"CAMARGOS MARKETING DIGITAL LTDA";;Sim;Falhou;-;-;"20/02/2026 13:20:08"
35997009624;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65168611000199;"LL HORTIFRUTI LTDA";;Sim;Falhou;-;-;"20/02/2026 13:20:09"
35998434906;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;"Joao Pedro Gabriel Troiano";65096143000194;"ILEN SAUDE CORPORATIVA ESPECIALIDADES MEDICAS LTDA";;Sim;Atendido;"Agendada - 20/02/2026 09:50:16";"RETORNO SEM AGENDAMENTO";"20/02/2026 09:44:01"
35999948027;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;"Endrew Lourenço Posca";65108299000148;"RESTAURANTE RECANTO DO SABOR VIRGINIA LTDA";;Sim;Atendido;Improdutiva;"QUEDA DE LIGACAO";"20/02/2026 13:20:09"
37999050806;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65125915000179;"FLAVIO AUGUSTO SILVA MUNDIM";;Sim;Falhou;-;-;"20/02/2026 13:20:10"
41984015522;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65106690000103;"DANIELA CUTRIM REPRESENTACOES COMERCIAIS LTDA";;Sim;Falhou;-;-;"20/02/2026 13:20:11"
64992090646;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65132081000129;"TEC AGRI PECAS E ACESSORIOS AGRICOLAS LTDA";;Sim;Falhou;-;-;"20/02/2026 13:20:13"
81981788736;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65182061000162;"CASALLAR INTERMEDIACAO IMOBILIARIA LTDA";;Sim;Falhou;-;-;"20/02/2026 13:20:13"
11994159272;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65096633000190;"MARISA BAILER CONSULTORIA LTDA";;Sim;Falhou;-;-;"20/02/2026 13:20:14"
11961356048;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65124444000184;"BLOXTRADE DIGITAL LIQUIDITY FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CREDITO PRIVADO";;Sim;Falhou;-;-;"20/02/2026 13:20:15"
21971801180;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65157019000191;"POINT DO PASTEL INOVA SIMPLES IS";;Sim;Falhou;-;-;"20/02/2026 13:20:15"
11980925187;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65102361000194;"PCP TECH LTDA";;Sim;Falhou;-;-;"20/02/2026 13:20:15"
11994966177;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;"Joao Pedro Gabriel Troiano";65115135000148;BSC;;Sim;Atendido;Produtiva;"NAO QUER TROCAR DE BANCO";"20/02/2026 11:05:11"
11991745687;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65108661000180;"ECOMMPILOT LTDA";;Sim;Falhou;-;-;"20/02/2026 13:20:18"
11981078098;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;"Endrew Lourenço Posca";65173450000121;"PRADO AUTO VIDROS LTDA";;Sim;Atendido;Improdutiva;ENGANO;"20/02/2026 09:37:43"
17991082673;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65178482000110;"F A DRYWALL RIO PRETO LTDA";;Sim;Falhou;-;-;"20/02/2026 13:20:19"
21989858496;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65098655000190;"USINA SUPER MIX CONCRETO INOVA SIMPLES IS";;Sim;Falhou;-;-;"20/02/2026 13:20:20"
21989858496;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65158530000108;"SETOR DE CONSULTORIA";;Sim;Falhou;-;-;"20/02/2026 13:20:20"
11964101147;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;"Endrew Lourenço Posca";65180683000151;"ABC CONSULTORIA E ADMINISTRACAO LTDA";;Sim;Atendido;Improdutiva;"QUEDA DE LIGACAO";"20/02/2026 15:45:16"
11985665856;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65112667000121;"SEM PARAR PAGAMENTS ONLINE AUTORIZADINOVA SIMPLES IS";;Sim;Falhou;-;-;"20/02/2026 15:45:16"
11976737377;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65157909000101;"UNII MED COP CONVENIO MED SAUDE INOVA SIMPLES IS";;Sim;Falhou;-;-;"20/02/2026 15:47:51"
11973837388;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;"Lavinia Sallati Feltrin";65102504000168;"SEM PARAR EXPREX PAGAMENTOS INOVA SIMPLES IS";;Sim;Atendido;Improdutiva;"QUEDA DE LIGACAO";"20/02/2026 15:45:16"
11992337660;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65103564000103;"BOU ANNI ODONTOLOGIA INTEGRADA LTDA";;Sim;Falhou;-;-;"20/02/2026 15:47:53"
11968975123;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65138904000123;"H COSTA SERVICOS E CONSULTORIA INOVA SIMPLES IS";;Sim;Falhou;-;-;"20/02/2026 15:47:54"
11963837888;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65155381000123;"SEM PARA PGMT EMPRESARIAL AUTORIZADO CADASTRADO NO SISTEMA EMISSOR INOVA SIMPLES IS";;Sim;Falhou;-;-;"20/02/2026 15:45:16"
11961617171;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;"Joao Pedro Gabriel Troiano";65115716000180;"COMERCIAL OESTE INOVA SIMPLES IS";;Sim;Atendido;Improdutiva;"CPOSTAL - SECRETARIA ELETRONICA - FAX";"20/02/2026 15:45:16"
11981816767;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;"Jamily de Lima Alves dos Santos";65117128000185;"COMERCIAL OESTE INOVA SIMPLES IS";;Sim;Atendido;Improdutiva;"CPOSTAL - SECRETARIA ELETRONICA - FAX";"20/02/2026 15:47:56"
11987676577;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65154665000103;"ESTORNO AUTORIZADO INST INOVA SIMPLES IS";;Sim;Falhou;-;-;"20/02/2026 15:47:56"
11988787778;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65115931000180;"SEM PARAR EMPRS PGMT ONLINE INOVA SIMPLES IS";;Sim;Falhou;-;-;"20/02/2026 15:45:16"
11988787778;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;"Endrew Lourenço Posca";65115931000180;"SEM PARAR EMPRS PGMT ONLINE INOVA SIMPLES IS";;Sim;Atendido;Improdutiva;ENGANO;"20/02/2026 09:47:08"
11989184425;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65150516000168;"BRASCANA INOVA SIMPLES IS";;Sim;Falhou;-;-;"20/02/2026 15:47:56"
11992508534;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65105858000166;"IMPERIUM LUXUS CURATOR PRIVATUS LTDA";;Sim;Falhou;-;-;"20/02/2026 15:45:17"
11972261338;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65182544000167;"SEM PARAR PAGAMENTS AUTRIZAD INOVA SIMPLES IS";;Sim;Falhou;-;-;"20/02/2026 15:47:57"
12991367307;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65106417000189;"NATALIA MARA DE OLIVEIRA LEONEL LTDA";;Sim;Falhou;-;-;"20/02/2026 13:20:46"
12996887494;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65174109000190;"SANTOS BOTELHO HARMONIZACAO FACIAL LTDA";;Sim;Falhou;-;-;"20/02/2026 13:20:47"
12996113538;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;"Gleice Rissato Gimenez";65175487000199;"NEXUS DENTALTECH SOLUTIONS LTDA";;Sim;Atendido;Improdutiva;"QUEDA DE LIGACAO";"20/02/2026 15:47:21"
14996988665;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65132515000190;MATTI;;Sim;Falhou;-;-;"20/02/2026 13:20:48"
14997213490;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65107455000156;"RPGUERA GESTAO EMPRESARIAL LTDA";;Sim;Falhou;-;-;"20/02/2026 15:47:25"
15996228603;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65116327000179;"IVAN FIGUEIROA DE OLIVEIRA";;Sim;Falhou;-;-;"20/02/2026 13:20:50"
15991778968;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65129114000181;"CS GESTAO E CONSULTORIA EMPRESARIAL LTDA";;Sim;Falhou;-;-;"20/02/2026 13:20:52"
15981730044;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65175455000193;"NALU PARTICIPACOES LTDA";;Sim;Falhou;-;-;"20/02/2026 13:20:52"
17997051116;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65108381000172;"WELLINGTON ALVES E OUTRO";;Sim;Falhou;-;-;"20/02/2026 15:47:26"
17997051116;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65108381000172;"WELLINGTON ALVES E OUTRO";;Sim;Falhou;-;-;"20/02/2026 15:47:26"
19992897007;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65172837000163;"OMNIA PARTICIPACOES E ADMINISTRACAO DE BENS LTDA";;Sim;Falhou;-;-;"20/02/2026 15:47:26"
19994146776;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;"Alan Cruz Silva";65118276000114;"DELA CASTRO ASSESORIA CONTABIL E EMPRESARIAL LTDA";;Sim;Atendido;"Agendada - 20/02/2026 09:54:51";"CONTATO WHATSAPP";"20/02/2026 09:47:16"
21981910618;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65091974000173;"FALA COM EDU BAR E RESTAURANTE LTDA";;Sim;Falhou;-;-;"20/02/2026 13:20:54"
21991478079;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;"Alan Cruz Silva";65108880000160;"EXCLUSIVE ASSETS LTDA";;Sim;Atendido;Improdutiva;"QUEDA DE LIGACAO";"20/02/2026 13:20:55"
63992864925;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;"Endrew Lourenço Posca";65163442000102;"CGW ADMINISTRACAO EM PAGAMENTOS INOVA SIMPLES IS";;Sim;Atendido;Improdutiva;"LIGACAO MUDA";"20/02/2026 15:47:28"
21968349417;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65096008000149;"CUIDAR REABILITAR FISIOTERAPIA LTDA";;Sim;Falhou;-;-;"20/02/2026 15:46:00"
21992113647;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65095749000105;"MORELLI RELVAS SERVICOS MEDICOS LTDA";;Sim;Falhou;-;-;"20/02/2026 15:47:29"
21964168889;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65112324000167;"VERTICE SUPPLY LTDA";;Sim;Atendido;-;-;"20/02/2026 09:57:52"
27997495334;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65158473000167;"MARCOS GOES TECNOLOGIA E SOLUCOES INOVA SIMPLES IS";;Sim;Falhou;-;-;"20/02/2026 15:47:30"
32998281373;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65131238000100;"ALGORIZA INOVA SIMPLES IS";;Sim;Atendido;-;-;"20/02/2026 09:37:44"
31991912828;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65172965000107;"GRAPHIC SOLUTIONS LTDA";;Sim;Atendido;-;-;"20/02/2026 13:20:57"
31986567530;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65140772000174;"SPRINT UNIFORMES BRINDES E GRAFICA LTDA";;Sim;Falhou;-;-;"20/02/2026 13:21:38"
31993857410;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65097383000103;"DYCLOSET MODA FEMININA LTDA";;Sim;Falhou;-;-;"20/02/2026 13:21:38"
31998259324;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65093024000188;"MOTOMOVE MOBILIDADE E LOCACAO LTDA";;Sim;Falhou;-;-;"20/02/2026 13:21:39"
31998867403;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65093926000114;"BIMAXIS ENGENHARIA E CONSULTORIA LTDA";;Sim;Falhou;-;-;"20/02/2026 13:21:39"
31973029422;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65104874000134;"TESYSS LTDA";;Sim;Falhou;-;-;"20/02/2026 15:47:30"
39997560777;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65107602000198;"ESSENCE ESTUDIO DE ESTETICA LTDA";;Sim;Atendido;Improdutiva;"CPOSTAL - SECRETARIA ELETRONICA - FAX";"20/02/2026 15:41:24"
31995588950;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65125699000161;"WAGNER ALVES DOS SANTOS";;Sim;Falhou;-;-;"20/02/2026 15:47:30"
31988410368;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65134514000185;"DELLAS BISTRO BAR RESTAURANTE LTDA";;Sim;Falhou;-;-;"20/02/2026 15:47:31"
31999079031;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65134195000108;"RANCHO FUNDO EVENTOS LTDA";;Sim;Falhou;-;-;"20/02/2026 15:46:23"
31973166262;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65096702000166;"SUELEN BENTO";;Sim;Falhou;-;-;"20/02/2026 15:46:23"
31999450601;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;"Alan Cruz Silva";65126177000184;"REIS ENGENHARIA DE MINAS LTDA";;Sim;Atendido;"Agendada - 20/02/2026 11:19:17";"RETORNO COM AGENDAMENTO";"20/02/2026 11:12:13"
31971023313;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65122487000120;"R S A MANUTENCAO LTDA";;Sim;Falhou;-;-;"20/02/2026 15:46:24"
31995874238;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;"Julia do Nascimento Lopes";65172350000180;"STUDIO POWER LIFE LTDA";;Sim;Atendido;Improdutiva;"QUEDA DE LIGACAO";"20/02/2026 15:47:42"
31985681210;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65103664000121;"B SWIN ESCOLA DE NATACAO LTDA";;Sim;Falhou;-;-;"20/02/2026 15:46:24"
31999377603;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65132066000180;"DA STUDIO ORAL ODONTOLOGIA ESPECIALIZADA LTDA";;Sim;Falhou;-;-;"20/02/2026 15:46:25"
31998838152;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65092592000164;"RFMA BUSINESS CONSULTORIA E GESTAO LTDA";;Sim;Falhou;-;-;"20/02/2026 15:46:26"
31985730526;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65135254000162;"REIS ANDRADE ESTETICA LTDA";;Sim;Falhou;-;-;"20/02/2026 15:46:27"
31999762191;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65104514000132;"COSTA FONSECA HOLDING LTDA";;Sim;Falhou;-;-;"20/02/2026 15:46:28"
31998110281;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65137995000182;"YURI MOREIRA ROSA";;Sim;Falhou;-;-;"20/02/2026 15:46:30"
21964012020;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65133017000162;"EXCEL VM II DISTRIBUIDORA LTDA";;Sim;Falhou;-;-;"20/02/2026 13:21:49"
33988001090;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65168574000119;"NUCLEO CONTABIL CONSULTIVO LTDA";;Sim;Falhou;-;-;"20/02/2026 13:21:49"
34999713161;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65173935000115;"CLINICA ODONTOLOGICA INTEGRADA CAP LTDA";;Sim;Falhou;-;-;"20/02/2026 13:21:50"
34999979826;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;"Gleice Rissato Gimenez";65104728000109;"TESB GESTAO E LOCACAO DE EQUIPAMENTOS LTDA";;Sim;Atendido;Produtiva;"SEM INTERESSE";"20/02/2026 11:12:14"
34999123866;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;"Bruna Tobias Dos Santos";65120109000108;"LD CONT ASSESSORIA CONTABIL E FINANCEIRA LTDA";;Sim;Atendido;Produtiva;"SEM INTERESSE";"20/02/2026 09:47:21"
34992292293;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65097942000185;"M DATA ANALYTICS LTDA";;Sim;Falhou;-;-;"20/02/2026 15:45:02"
35999123363;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;"Endrew Lourenço Posca";65176259000133;"AUTO UAI MULTIMARCAS LTDA";;Sim;Atendido;Improdutiva;ENGANO;"20/02/2026 13:21:50"
12996309773;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65174811000154;"M J CALISTRO DA SILVA";;Sim;Falhou;-;-;"20/02/2026 15:47:45"
35991522164;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;"Joao Pedro Gabriel Troiano";65099110000106;"AMANDA THOMPSON SOCIEDADE INDIVIDUAL DE ADVOCACIA";;Sim;Atendido;"Agendada - 20/02/2026 13:28:26";"RETORNO COM AGENDAMENTO";"20/02/2026 13:21:51"
35999623707;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;"Endrew Lourenço Posca";65130982000181;"IGM TRANSPORTES LTDA";;Sim;Atendido;Improdutiva;"CPOSTAL - SECRETARIA ELETRONICA - FAX";"20/02/2026 15:45:03"
31999659967;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;"Joao Pedro Gabriel Troiano";65093656000141;"KANGOO ACESSORIOS LTDA";;Sim;Atendido;Improdutiva;ENGANO;"20/02/2026 09:37:45"
38998078453;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65095745000127;"NOQUINHA LANCHES LTDA";;Sim;Falhou;-;-;"20/02/2026 13:21:54"
38992626956;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65113072000190;"TAIOBEIRAS MOBILIDADE URBANA E TECNOLOGIA LTDA";;Sim;Falhou;-;-;"20/02/2026 15:46:30"
38999192191;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;"Joao Pedro Gabriel Troiano";65104862000100;"MATEUS GABRIEL DE SOUZA";;Sim;Atendido;"Agendada - 20/02/2026 09:47:00";"RETORNO SEM AGENDAMENTO";"20/02/2026 09:41:02"
38999219037;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65119855000181;"WANDERLEY SOUZA RODRIGUES LTDA";;Sim;Atendido;-;-;"20/02/2026 09:37:45"
38999694187;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;"Bruna Tobias Dos Santos";65130282000197;"CARVALHO CARVOEJAMENTO LTDA";;Sim;Atendido;Improdutiva;"LIGACAO MUDA";"20/02/2026 15:47:46"
61996137070;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;"Lavinia Sallati Feltrin";65106483000159;"PLOUTOS GOLD MINERAIS LTDA";;Sim;Atendido;Improdutiva;"INCLUIR EM LISTA DE BLOQUEIO";"20/02/2026 15:43:19"
41991698264;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65176353000192;"HIDRACINE SC AUTOMACAO INDUSTRIAL LTDA";;Sim;Falhou;-;-;"20/02/2026 13:21:57"
41999332058;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65141420000133;"MORATO SOCIEDADE INDIVIDUAL DE ADVOCACIA";;Sim;Falhou;-;-;"20/02/2026 15:45:03"
41987674141;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65138948000153;"MARTINS DO CARMO SOCIEDADE INDIVIDUAL DE ADVOCACIA";;Sim;Falhou;-;-;"20/02/2026 15:45:05"
41995550537;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65138915000103;"DANIELI DA CRUZ FRANKL SOCIEDADE INDIVIDUAL DE ADVOCACIA";;Sim;Falhou;-;-;"20/02/2026 15:45:05"
43992676791;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65168216000106;"GESTAO DE QUITACOES DETN INOVA SIMPLES IS";;Sim;Falhou;-;-;"20/02/2026 15:45:05"
42991649792;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;"Bruna Tobias Dos Santos";65177652000141;"ALINE SALGADO IAGLA SOCIEDADE INDIVIDUAL DE ADVOCACIA";;Sim;Atendido;Improdutiva;"LIGACAO MUDA";"20/02/2026 15:45:07"
44991234794;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65105164000129;"GABRIEL OGASSAWARA ENTRETENIMENTOS E MARKETING";;Sim;Falhou;-;-;"20/02/2026 15:45:09"
47999641742;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65138115000192;"DAMA ESTETICA LTDA";;Sim;Falhou;-;-;"20/02/2026 15:45:09"
47999999999;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65173043000114;"NEBOTI DESENVOLVIMENTO EMPRESARIAL LTDA";;Sim;Falhou;-;-;"20/02/2026 15:45:09"
21996469824;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65115616000153;"VELOZZE TECNOLOGIA INOVA SIMPLES IS";;Sim;Falhou;-;-;"20/02/2026 15:45:10"
47992291508;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65103495000120;"RADIADORES RJ LTDA";;Sim;Falhou;-;-;"20/02/2026 15:47:47"
48999784919;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65169805000109;"JGP EMPREENDIMENTOS LTDA";;Sim;Falhou;-;-;"20/02/2026 13:22:04"
11998931911;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65101221000100;"AURORA INOVA SIMPLES IS";;Sim;Falhou;-;-;"20/02/2026 15:45:11"
49999147281;01-C6_LeadsNovosMes_FEV_ult3dias_20-02-2026;;65120583000130;"APPLE WEB RADIO LTDA";;Sim;Falhou;-;-;"20/02/2026 13:22:05"
